19	6	151	0	0
2233	2	57	0	0
182	23	112	0	0
22	17	21	0	0
3	8	742	0	0
507	2	55	0	0
154	25	56	0	0
100	83	18	0	0
1110	2	31	0	0
141	29	7	0	0
6	5	22	0	0
1574	0	1372	0	0
456	21	770	0	0
30	6	696	0	0
13	81	4	0	0
25	8	89	0	0
42	0	400	0	0
246	6	155	0	0
182	3	43	0	0
833	2	2958	0	0
362	14	211	0	0
166	6	696	0	0
1447	37	17	0	0
393	0	0	0	0
82	6	3827	0	0
141	20	11	0	0
2001	6	180	0	0
99	2	804	0	0
6229	3	1	0	0
141	4	11	0	0
4639	25	4269	0	0
21	3	63	0	0
4639	25	5628	0	0
11	9	2236	0	0
27	7	3386	0	0
27	7	3193	0	0
354	8	1191	0	0
969	0	1516	0	0
4	81	13	0	0
153	2	180	0	0
141	75	7	0	0
641	8	290	0	0
345	21	55	0	0
19	6	17	0	0
15	106	913	0	0
0	26	5	0	0
200	96	8	0	0
17	2	705	0	0
22	4	6	0	0
312	20	11	0	0
6	3	22	0	0
1021	0	6366	0	0
100	37	31	0	0
220	39	313	0	0
202	3	1	0	0
72	3	130	0	0
2088	8	389	0	0
1355	6	121	0	0
44	41	3	0	0
11	5	141	0	0
2043	0	93	0	0
7	16	0	0	0
1720	15	3	0	0
93	21	511	0	0
127	24	64	0	0
14	81	58	0	0
389	38	2088	0	0
127	31	64	0	0
0	16	7	0	0
913	28	6658	0	0
316	0	1	0	0
122	7	46	0	0
6620	6	180	0	0
154	25	3	0	0
270	2	16	0	0
55	26	0	0	0
484	3	1	0	0
1	6	7108	0	0
19	32	17	0	0
44	6	3	0	0
362	6	211	0	0
58	1	53	0	0
51	1	247	0	0
92	10	93	0	0
11	7	1151	0	0
46	6	2384	0	0
354	8	4015	0	0
913	114	15	0	0
19	18	17	0	0
21	17	22	0	0
290	50	389	0	0
53	1	58	0	0
3201	2	751	0	0
28	11	2	0	0
83	0	15	0	0
27	0	10	0	0
19	21	184	0	0
68	0	85	0	0
42	2	291	0	0
100	72	31	0	0
2172	3	43	0	0
511	21	93	0	0
29	6	81	0	0
627	0	104	0	0
247	1	51	0	0
456	10	31	0	0
7	15	0	0	0
2233	2	182	0	0
1683	33	5	0	0
64	28	357	0	0
142	33	1	0	0
969	4	5	0	0
5	5	969	0	0
48	0	9	1	0
2352	6	7098	1	0
0	2	269	1	0
2490	0	2739	1	0
212	1	4	1	0
43	5	182	1	0
141	75	7	1	0
1396	11	104	1	0
19	6	17	1	0
234	4	0	1	0
382	9	11	1	0
4065	7	1113	1	0
389	2	99	1	0
1998	18	99	1	0
80	16	0	1	0
2674	0	8	1	0
20	6	86	1	0
324	7	2	1	0
295	3	220	1	0
14	22	1	1	0
9	26	2	1	0
57	4	43	1	0
310	3	1041	1	0
0	15	80	1	0
32	18	340	1	0
277	0	226	1	0
757	7	264	1	0
0	5	234	1	0
607	0	86	1	0
100	3	18	1	0
331	13	2	1	0
31	52	18	1	0
1262	29	252	1	0
0	26	57	1	0
100	163	578	1	0
